id,category,value
130072,CategoryB,200
130073,CategoryA,150
130074,CategoryC,300
130075,CategoryB,250
130076,CategoryA,180
130077,CategoryC,220
130078,CategoryB,190
130079,CategoryA,210
130080,CategoryC,160
130081,CategoryA,100
130082,CategoryB,200
130083,CategoryA,150
130084,CategoryC,300
130085,CategoryB,250
130086,CategoryA,180
130087,CategoryC,220
130088,CategoryB,190
130089,CategoryA,210
130090,CategoryC,160
130091,CategoryA,100
130092,CategoryB,200
130093,CategoryA,150
130094,CategoryC,300
130095,CategoryB,250
130096,CategoryA,180
130097,CategoryC,220
130098,CategoryB,190
130099,CategoryA,210
130100,CategoryC,160
130101,CategoryA,100
130102,CategoryB,200
130103,CategoryA,150
130104,CategoryC,300
130105,CategoryB,250
130106,CategoryA,180
130107,CategoryC,220
130108,CategoryB,190
130109,CategoryA,210
130110,CategoryC,160
130111,CategoryA,100
130112,CategoryB,200
130113,CategoryA,150
130114,CategoryC,300
130115,CategoryB,250
130116,CategoryA,180
130117,CategoryC,220
130118,CategoryB,190
130119,CategoryA,210
130120,CategoryC,160
130121,CategoryA,100
130122,CategoryB,200
130123,CategoryA,150
130124,CategoryC,300
130125,CategoryB,250
130126,CategoryA,180
130127,CategoryC,220
130128,CategoryB,190
130129,CategoryA,210
130130,CategoryC,160
130131,CategoryA,100
130132,CategoryB,200
130133,CategoryA,150
130134,CategoryC,300
130135,CategoryB,250
130136,CategoryA,180
130137,CategoryC,220
130138,CategoryB,190
130139,CategoryA,210
130140,CategoryC,160
130141,CategoryA,100
130142,CategoryB,200
130143,CategoryA,150
130144,CategoryC,300
130145,CategoryB,250
130146,CategoryA,180
130147,CategoryC,220
130148,CategoryB,190
130149,CategoryA,210
130150,CategoryC,160
130151,CategoryA,100
130152,CategoryB,200
130153,CategoryA,150
130154,CategoryC,300
130155,CategoryB,250
130156,CategoryA,180
130157,CategoryC,220
130158,CategoryB,190
130159,CategoryA,210
130160,CategoryC,160
130161,CategoryA,100
130162,CategoryB,200
130163,CategoryA,150
130164,CategoryC,300
130165,CategoryB,250
130166,CategoryA,180
130167,CategoryC,220
130168,CategoryB,190
130169,CategoryA,210
130170,CategoryC,160
130171,CategoryA,100
130172,CategoryB,200
130173,CategoryA,150
130174,CategoryC,300
130175,CategoryB,250
130176,CategoryA,180
130177,CategoryC,220
130178,CategoryB,190
130179,CategoryA,210
130180,CategoryC,160
130181,CategoryA,100
130182,CategoryB,200
130183,CategoryA,150
130184,CategoryC,300
130185,CategoryB,250
130186,CategoryA,180
130187,CategoryC,220
130188,CategoryB,190
130189,CategoryA,210
130190,CategoryC,160
130191,CategoryA,100
130192,CategoryB,200
130193,CategoryA,150
130194,CategoryC,300
130195,CategoryB,250
130196,CategoryA,180
130197,CategoryC,220
130198,CategoryB,190
130199,CategoryA,210
130200,CategoryC,160
130201,CategoryA,100
130202,CategoryB,200
130203,CategoryA,150
130204,CategoryC,300
130205,CategoryB,250
130206,CategoryA,180
130207,CategoryC,220
130208,CategoryB,190
130209,CategoryA,210
130210,CategoryC,160
130211,CategoryA,100
130212,CategoryB,200
130213,CategoryA,150
130214,CategoryC,300
130215,CategoryB,250
130216,CategoryA,180
130217,CategoryC,220
130218,CategoryB,190
130219,CategoryA,210
130220,CategoryC,160
130221,CategoryA,100
130222,CategoryB,200
130223,CategoryA,150
130224,CategoryC,300
130225,CategoryB,250
130226,CategoryA,180
130227,CategoryC,220
130228,CategoryB,190
130229,CategoryA,210
130230,CategoryC,160
130231,CategoryA,100
130232,CategoryB,200
130233,CategoryA,150
130234,CategoryC,300
130235,CategoryB,250
130236,CategoryA,180
130237,CategoryC,220
130238,CategoryB,190
130239,CategoryA,210
130240,CategoryC,160
130241,CategoryA,100
130242,CategoryB,200
130243,CategoryA,150
130244,CategoryC,300
130245,CategoryB,250
130246,CategoryA,180
130247,CategoryC,220
130248,CategoryB,190
130249,CategoryA,210
130250,CategoryC,160
130251,CategoryA,100
130252,CategoryB,200
130253,CategoryA,150
130254,CategoryC,300
130255,CategoryB,250
130256,CategoryA,180
130257,CategoryC,220
130258,CategoryB,190
130259,CategoryA,210
130260,CategoryC,160
130261,CategoryA,100
130262,CategoryB,200
130263,CategoryA,150
130264,CategoryC,300
130265,CategoryB,250
130266,CategoryA,180
130267,CategoryC,220
130268,CategoryB,190
130269,CategoryA,210
130270,CategoryC,160
130271,CategoryA,100
130272,CategoryB,200
130273,CategoryA,150
130274,CategoryC,300
130275,CategoryB,250
130276,CategoryA,180
130277,CategoryC,220
130278,CategoryB,190
130279,CategoryA,210
130280,CategoryC,160
130281,CategoryA,100
130282,CategoryB,200
130283,CategoryA,150
130284,CategoryC,300
130285,CategoryB,250
130286,CategoryA,180
130287,CategoryC,220
130288,CategoryB,190
130289,CategoryA,210
130290,CategoryC,160
130291,CategoryA,100
130292,CategoryB,200
130293,CategoryA,150
130294,CategoryC,300
130295,CategoryB,250
130296,CategoryA,180
130297,CategoryC,220
130298,CategoryB,190
130299,CategoryA,210
130300,CategoryC,160
130301,CategoryA,100
130302,CategoryB,200
130303,CategoryA,150
130304,CategoryC,300
130305,CategoryB,250
130306,CategoryA,180
130307,CategoryC,220
130308,CategoryB,190
130309,CategoryA,210
130310,CategoryC,160
130311,CategoryA,100
130312,CategoryB,200
130313,CategoryA,150
130314,CategoryC,300
130315,CategoryB,250
130316,CategoryA,180
130317,CategoryC,220
130318,CategoryB,190
130319,CategoryA,210
130320,CategoryC,160
130321,CategoryA,100
130322,CategoryB,200
130323,CategoryA,150
130324,CategoryC,300
130325,CategoryB,250
130326,CategoryA,180
130327,CategoryC,220
130328,CategoryB,190
130329,CategoryA,210
130330,CategoryC,160
130331,CategoryA,100
130332,CategoryB,200
130333,CategoryA,150
130334,CategoryC,300
130335,CategoryB,250
130336,CategoryA,180
130337,CategoryC,220
130338,CategoryB,190
130339,CategoryA,210
130340,CategoryC,160
130341,CategoryA,100
130342,CategoryB,200
130343,CategoryA,150
130344,CategoryC,300
130345,CategoryB,250
130346,CategoryA,180
130347,CategoryC,220
130348,CategoryB,190
130349,CategoryA,210
130350,CategoryC,160
130351,CategoryA,100
130352,CategoryB,200
130353,CategoryA,150
130354,CategoryC,300
130355,CategoryB,250
130356,CategoryA,180
130357,CategoryC,220
130358,CategoryB,190
130359,CategoryA,210
130360,CategoryC,160
130361,CategoryA,100
130362,CategoryB,200
130363,CategoryA,150
130364,CategoryC,300
130365,CategoryB,250
130366,CategoryA,180
130367,CategoryC,220
130368,CategoryB,190
130369,CategoryA,210
130370,CategoryC,160
130371,CategoryA,100
130372,CategoryB,200
130373,CategoryA,150
130374,CategoryC,300
130375,CategoryB,250
130376,CategoryA,180
130377,CategoryC,220
130378,CategoryB,190
130379,CategoryA,210
130380,CategoryC,160
130381,CategoryA,100
130382,CategoryB,200
130383,CategoryA,150
130384,CategoryC,300
130385,CategoryB,250
130386,CategoryA,180
130387,CategoryC,220
130388,CategoryB,190
130389,CategoryA,210
130390,CategoryC,160
130391,CategoryA,100
130392,CategoryB,200
130393,CategoryA,150
130394,CategoryC,300
130395,CategoryB,250
130396,CategoryA,180
130397,CategoryC,220
130398,CategoryB,190
130399,CategoryA,210
130400,CategoryC,160
130401,CategoryA,100
130402,CategoryB,200
130403,CategoryA,150
130404,CategoryC,300
130405,CategoryB,250
130406,CategoryA,180
130407,CategoryC,220
130408,CategoryB,190
130409,CategoryA,210
130410,CategoryC,160
130411,CategoryA,100
130412,CategoryB,200
130413,CategoryA,150
130414,CategoryC,300
130415,CategoryB,250
130416,CategoryA,180
130417,CategoryC,220
130418,CategoryB,190
130419,CategoryA,210
130420,CategoryC,160
130421,CategoryA,100
130422,CategoryB,200
130423,CategoryA,150
130424,CategoryC,300
130425,CategoryB,250
130426,CategoryA,180
130427,CategoryC,220
130428,CategoryB,190
130429,CategoryA,210
130430,CategoryC,160
130431,CategoryA,100
130432,CategoryB,200
130433,CategoryA,150
130434,CategoryC,300
130435,CategoryB,250
130436,CategoryA,180
130437,CategoryC,220
130438,CategoryB,190
130439,CategoryA,210
130440,CategoryC,160
130441,CategoryA,100
130442,CategoryB,200
130443,CategoryA,150
130444,CategoryC,300
130445,CategoryB,250
130446,CategoryA,180
130447,CategoryC,220
130448,CategoryB,190
130449,CategoryA,210
130450,CategoryC,160
130451,CategoryA,100
130452,CategoryB,200
130453,CategoryA,150
130454,CategoryC,300
130455,CategoryB,250
130456,CategoryA,180
130457,CategoryC,220
130458,CategoryB,190
130459,CategoryA,210
130460,CategoryC,160
130461,CategoryA,100
130462,CategoryB,200
130463,CategoryA,150
130464,CategoryC,300
130465,CategoryB,250
130466,CategoryA,180
130467,CategoryC,220
130468,CategoryB,190
130469,CategoryA,210
130470,CategoryC,160
130471,CategoryA,100
130472,CategoryB,200
130473,CategoryA,150
130474,CategoryC,300
130475,CategoryB,250
130476,CategoryA,180
130477,CategoryC,220
130478,CategoryB,190
130479,CategoryA,210
130480,CategoryC,160
130481,CategoryA,100
130482,CategoryB,200
130483,CategoryA,150
130484,CategoryC,300
130485,CategoryB,250
130486,CategoryA,180
130487,CategoryC,220
130488,CategoryB,190
130489,CategoryA,210
130490,CategoryC,160
130491,CategoryA,100
130492,CategoryB,200
130493,CategoryA,150
130494,CategoryC,300
130495,CategoryB,250
130496,CategoryA,180
130497,CategoryC,220
130498,CategoryB,190
130499,CategoryA,210
130500,CategoryC,160
130501,CategoryA,100
130502,CategoryB,200
130503,CategoryA,150
130504,CategoryC,300
130505,CategoryB,250
130506,CategoryA,180
130507,CategoryC,220
130508,CategoryB,190
130509,CategoryA,210
130510,CategoryC,160
130511,CategoryA,100
130512,CategoryB,200
130513,CategoryA,150
130514,CategoryC,300
130515,CategoryB,250
130516,CategoryA,180
130517,CategoryC,220
130518,CategoryB,190
130519,CategoryA,210
130520,CategoryC,160
130521,CategoryA,100
130522,CategoryB,200
130523,CategoryA,150
130524,CategoryC,300
130525,CategoryB,250
130526,CategoryA,180
130527,CategoryC,220
130528,CategoryB,190
130529,CategoryA,210
130530,CategoryC,160
130531,CategoryA,100
130532,CategoryB,200
130533,CategoryA,150
130534,CategoryC,300
130535,CategoryB,250
130536,CategoryA,180
130537,CategoryC,220
130538,CategoryB,190
130539,CategoryA,210
130540,CategoryC,160
130541,CategoryA,100
130542,CategoryB,200
130543,CategoryA,150
130544,CategoryC,300
130545,CategoryB,250
130546,CategoryA,180
130547,CategoryC,220
130548,CategoryB,190
130549,CategoryA,210
130550,CategoryC,160
130551,CategoryA,100
130552,CategoryB,200
130553,CategoryA,150
130554,CategoryC,300
130555,CategoryB,250
130556,CategoryA,180
130557,CategoryC,220
130558,CategoryB,190
130559,CategoryA,210
130560,CategoryC,160
130561,CategoryA,100
130562,CategoryB,200
130563,CategoryA,150
130564,CategoryC,300
130565,CategoryB,250
130566,CategoryA,180
130567,CategoryC,220
130568,CategoryB,190
130569,CategoryA,210
130570,CategoryC,160
130571,CategoryA,100
130572,CategoryB,200
130573,CategoryA,150
130574,CategoryC,300
130575,CategoryB,250
130576,CategoryA,180
130577,CategoryC,220
130578,CategoryB,190
130579,CategoryA,210
130580,CategoryC,160
130581,CategoryA,100
130582,CategoryB,200
130583,CategoryA,150
130584,CategoryC,300
130585,CategoryB,250
130586,CategoryA,180
130587,CategoryC,220
130588,CategoryB,190
130589,CategoryA,210
130590,CategoryC,160
130591,CategoryA,100
130592,CategoryB,200
130593,CategoryA,150
130594,CategoryC,300
130595,CategoryB,250
130596,CategoryA,180
130597,CategoryC,220
130598,CategoryB,190
130599,CategoryA,210
130600,CategoryC,160
130601,CategoryA,100
130602,CategoryB,200
130603,CategoryA,150
130604,CategoryC,300
130605,CategoryB,250
130606,CategoryA,180
130607,CategoryC,220
130608,CategoryB,190
130609,CategoryA,210
130610,CategoryC,160
130611,CategoryA,100
130612,CategoryB,200
130613,CategoryA,150
130614,CategoryC,300
130615,CategoryB,250
130616,CategoryA,180
130617,CategoryC,220
130618,CategoryB,190
130619,CategoryA,210
130620,CategoryC,160
130621,CategoryA,100
130622,CategoryB,200
130623,CategoryA,150
130624,CategoryC,300
130625,CategoryB,250
130626,CategoryA,180
130627,CategoryC,220
130628,CategoryB,190
130629,CategoryA,210
130630,CategoryC,160
130631,CategoryA,100
130632,CategoryB,200
130633,CategoryA,150
130634,CategoryC,300
130635,CategoryB,250
130636,CategoryA,180
130637,CategoryC,220
130638,CategoryB,190
130639,CategoryA,210
130640,CategoryC,160
130641,CategoryA,100
130642,CategoryB,200
130643,CategoryA,150
130644,CategoryC,300
130645,CategoryB,250
130646,CategoryA,180
130647,CategoryC,220
130648,CategoryB,190
130649,CategoryA,210
130650,CategoryC,160
130651,CategoryA,100
130652,CategoryB,200
130653,CategoryA,150
130654,CategoryC,300
130655,CategoryB,250
130656,CategoryA,180
130657,CategoryC,220
130658,CategoryB,190
130659,CategoryA,210
130660,CategoryC,160
130661,CategoryA,100
130662,CategoryB,200
130663,CategoryA,150
130664,CategoryC,300
130665,CategoryB,250
130666,CategoryA,180
130667,CategoryC,220
130668,CategoryB,190
130669,CategoryA,210
130670,CategoryC,160
130671,CategoryA,100
130672,CategoryB,200
130673,CategoryA,150
130674,CategoryC,300
130675,CategoryB,250
130676,CategoryA,180
130677,CategoryC,220
130678,CategoryB,190
130679,CategoryA,210
130680,CategoryC,160
130681,CategoryA,100
130682,CategoryB,200
130683,CategoryA,150
130684,CategoryC,300
130685,CategoryB,250
130686,CategoryA,180
130687,CategoryC,220
130688,CategoryB,190
130689,CategoryA,210
130690,CategoryC,160
130691,CategoryA,100
130692,CategoryB,200
130693,CategoryA,150
130694,CategoryC,300
130695,CategoryB,250
130696,CategoryA,180
130697,CategoryC,220
130698,CategoryB,190
130699,CategoryA,210
130700,CategoryC,160
130701,CategoryA,100
130702,CategoryB,200
130703,CategoryA,150
130704,CategoryC,300
130705,CategoryB,250
130706,CategoryA,180
130707,CategoryC,220
130708,CategoryB,190
130709,CategoryA,210
130710,CategoryC,160
130711,CategoryA,100
130712,CategoryB,200
130713,CategoryA,150
130714,CategoryC,300
130715,CategoryB,250
130716,CategoryA,180
130717,CategoryC,220
130718,CategoryB,190
130719,CategoryA,210
130720,CategoryC,160
130721,CategoryA,100
130722,CategoryB,200
130723,CategoryA,150
130724,CategoryC,300
130725,CategoryB,250
130726,CategoryA,180
130727,CategoryC,220
130728,CategoryB,190
130729,CategoryA,210
130730,CategoryC,160
130731,CategoryA,100
130732,CategoryB,200
130733,CategoryA,150
130734,CategoryC,300
130735,CategoryB,250
130736,CategoryA,180
130737,CategoryC,220
130738,CategoryB,190
130739,CategoryA,210
130740,CategoryC,160
130741,CategoryA,100
130742,CategoryB,200
130743,CategoryA,150
130744,CategoryC,300
130745,CategoryB,250
130746,CategoryA,180
130747,CategoryC,220
130748,CategoryB,190
130749,CategoryA,210
130750,CategoryC,160
130751,CategoryA,100
130752,CategoryB,200
130753,CategoryA,150
130754,CategoryC,300
130755,CategoryB,250
130756,CategoryA,180
130757,CategoryC,220
130758,CategoryB,190
130759,CategoryA,210
130760,CategoryC,160
130761,CategoryA,100
130762,CategoryB,200
130763,CategoryA,150
130764,CategoryC,300
130765,CategoryB,250
130766,CategoryA,180
130767,CategoryC,220
130768,CategoryB,190
130769,CategoryA,210
130770,CategoryC,160
130771,CategoryA,100
130772,CategoryB,200
130773,CategoryA,150
130774,CategoryC,300
130775,CategoryB,250
130776,CategoryA,180
130777,CategoryC,220
130778,CategoryB,190
130779,CategoryA,210
130780,CategoryC,160
130781,CategoryA,100
130782,CategoryB,200
130783,CategoryA,150
130784,CategoryC,300
130785,CategoryB,250
130786,CategoryA,180
130787,CategoryC,220
130788,CategoryB,190
130789,CategoryA,210
130790,CategoryC,160
130791,CategoryA,100
130792,CategoryB,200
130793,CategoryA,150
130794,CategoryC,300
130795,CategoryB,250
130796,CategoryA,180
130797,CategoryC,220
130798,CategoryB,190
130799,CategoryA,210
130800,CategoryC,160
130801,CategoryA,100
130802,CategoryB,200
130803,CategoryA,150
130804,CategoryC,300
130805,CategoryB,250
130806,CategoryA,180
130807,CategoryC,220
130808,CategoryB,190
130809,CategoryA,210
130810,CategoryC,160
130811,CategoryA,100
130812,CategoryB,200
130813,CategoryA,150
130814,CategoryC,300
130815,CategoryB,250
130816,CategoryA,180
130817,CategoryC,220
130818,CategoryB,190
130819,CategoryA,210
130820,CategoryC,160
130821,CategoryA,100
130822,CategoryB,200
130823,CategoryA,150
130824,CategoryC,300
130825,CategoryB,250
130826,CategoryA,180
130827,CategoryC,220
130828,CategoryB,190
130829,CategoryA,210
130830,CategoryC,160
130831,CategoryA,100
130832,CategoryB,200
130833,CategoryA,150
130834,CategoryC,300
130835,CategoryB,250
130836,CategoryA,180
130837,CategoryC,220
130838,CategoryB,190
130839,CategoryA,210
130840,CategoryC,160
130841,CategoryA,100
130842,CategoryB,200
130843,CategoryA,150
130844,CategoryC,300
130845,CategoryB,250
130846,CategoryA,180
130847,CategoryC,220
130848,CategoryB,190
130849,CategoryA,210
130850,CategoryC,160
130851,CategoryA,100
130852,CategoryB,200
130853,CategoryA,150
130854,CategoryC,300
130855,CategoryB,250
130856,CategoryA,180
130857,CategoryC,220
130858,CategoryB,190
130859,CategoryA,210
130860,CategoryC,160
130861,CategoryA,100
130862,CategoryB,200
130863,CategoryA,150
130864,CategoryC,300
130865,CategoryB,250
130866,CategoryA,180
130867,CategoryC,220
130868,CategoryB,190
130869,CategoryA,210
130870,CategoryC,160
130871,CategoryA,100
130872,CategoryB,200
130873,CategoryA,150
130874,CategoryC,300
130875,CategoryB,250
130876,CategoryA,180
130877,CategoryC,220
130878,CategoryB,190
130879,CategoryA,210
130880,CategoryC,160
130881,CategoryA,100
130882,CategoryB,200
130883,CategoryA,150
130884,CategoryC,300
130885,CategoryB,250
130886,CategoryA,180
130887,CategoryC,220
130888,CategoryB,190
130889,CategoryA,210
130890,CategoryC,160
130891,CategoryA,100
130892,CategoryB,200
130893,CategoryA,150
130894,CategoryC,300
130895,CategoryB,250
130896,CategoryA,180
130897,CategoryC,220
130898,CategoryB,190
130899,CategoryA,210
130900,CategoryC,160
130901,CategoryA,100
130902,CategoryB,200
130903,CategoryA,150
130904,CategoryC,300
130905,CategoryB,250
130906,CategoryA,180
130907,CategoryC,220
130908,CategoryB,190
130909,CategoryA,210
130910,CategoryC,160
130911,CategoryA,100
130912,CategoryB,200
130913,CategoryA,150
130914,CategoryC,300
130915,CategoryB,250
130916,CategoryA,180
130917,CategoryC,220
130918,CategoryB,190
130919,CategoryA,210
130920,CategoryC,160
130921,CategoryA,100
130922,CategoryB,200
130923,CategoryA,150
130924,CategoryC,300
130925,CategoryB,250
130926,CategoryA,180
130927,CategoryC,220
130928,CategoryB,190
130929,CategoryA,210
130930,CategoryC,160
130931,CategoryA,100
130932,CategoryB,200
130933,CategoryA,150
130934,CategoryC,300
130935,CategoryB,250
130936,CategoryA,180
130937,CategoryC,220
130938,CategoryB,190
130939,CategoryA,210
130940,CategoryC,160
130941,CategoryA,100
130942,CategoryB,200
130943,CategoryA,150
130944,CategoryC,300
130945,CategoryB,250
130946,CategoryA,180
130947,CategoryC,220
130948,CategoryB,190
130949,CategoryA,210
130950,CategoryC,160
130951,CategoryA,100
130952,CategoryB,200
130953,CategoryA,150
130954,CategoryC,300
130955,CategoryB,250
130956,CategoryA,180
130957,CategoryC,220
130958,CategoryB,190
130959,CategoryA,210
130960,CategoryC,160
130961,CategoryA,100
130962,CategoryB,200
130963,CategoryA,150
130964,CategoryC,300
130965,CategoryB,250
130966,CategoryA,180
130967,CategoryC,220
130968,CategoryB,190
130969,CategoryA,210
130970,CategoryC,160
130971,CategoryA,100
130972,CategoryB,200
130973,CategoryA,150
130974,CategoryC,300
130975,CategoryB,250
130976,CategoryA,180
130977,CategoryC,220
130978,CategoryB,190
130979,CategoryA,210
130980,CategoryC,160
130981,CategoryA,100
130982,CategoryB,200
130983,CategoryA,150
130984,CategoryC,300
130985,CategoryB,250
130986,CategoryA,180
130987,CategoryC,220
130988,CategoryB,190
130989,CategoryA,210
130990,CategoryC,160
130991,CategoryA,100
130992,CategoryB,200
130993,CategoryA,150
130994,CategoryC,300
130995,CategoryB,250
130996,CategoryA,180
130997,CategoryC,220
130998,CategoryB,190
130999,CategoryA,210
131000,CategoryC,160
131001,CategoryA,100
131002,CategoryB,200
131003,CategoryA,150
131004,CategoryC,300
131005,CategoryB,250
131006,CategoryA,180
131007,CategoryC,220
131008,CategoryB,190
131009,CategoryA,210
131010,CategoryC,160
131011,CategoryA,100
131012,CategoryB,200
131013,CategoryA,150
131014,CategoryC,300
131015,CategoryB,250
131016,CategoryA,180
131017,CategoryC,220
131018,CategoryB,190
131019,CategoryA,210
131020,CategoryC,160
131021,CategoryA,100
131022,CategoryB,200
131023,CategoryA,150
131024,CategoryC,300
131025,CategoryB,250
131026,CategoryA,180
131027,CategoryC,220
131028,CategoryB,190
131029,CategoryA,210
131030,CategoryC,160
131031,CategoryA,100
131032,CategoryB,200
131033,CategoryA,150
131034,CategoryC,300
131035,CategoryB,250
131036,CategoryA,180
131037,CategoryC,220
131038,CategoryB,190
131039,CategoryA,210
131040,CategoryC,160
131041,CategoryA,100
131042,CategoryB,200
131043,CategoryA,150
131044,CategoryC,300
131045,CategoryB,250
131046,CategoryA,180
131047,CategoryC,220
131048,CategoryB,190
131049,CategoryA,210
131050,CategoryC,160
131051,CategoryA,100
131052,CategoryB,200
131053,CategoryA,150
131054,CategoryC,300
131055,CategoryB,250
131056,CategoryA,180
131057,CategoryC,220
131058,CategoryB,190
131059,CategoryA,210
131060,CategoryC,160
131061,CategoryA,100
131062,CategoryB,200
131063,CategoryA,150
131064,CategoryC,300
131065,CategoryB,250
131066,CategoryA,180
131067,CategoryC,220
131068,CategoryB,190
131069,CategoryA,210
131070,CategoryC,160
131071,CategoryA,100
131072,CategoryB,200
131073,CategoryA,150
131074,CategoryC,300
131075,CategoryB,250
131076,CategoryA,180
131077,CategoryC,220
131078,CategoryB,190
131079,CategoryA,210
131080,CategoryC,160
131081,CategoryA,100
131082,CategoryB,200
131083,CategoryA,150
131084,CategoryC,300
131085,CategoryB,250
131086,CategoryA,180
131087,CategoryC,220
131088,CategoryB,190
131089,CategoryA,210
131090,CategoryC,160
131091,CategoryA,100
131092,CategoryB,200
131093,CategoryA,150
131094,CategoryC,300
131095,CategoryB,250
131096,CategoryA,180
131097,CategoryC,220
131098,CategoryB,190
131099,CategoryA,210
131100,CategoryC,160
131101,CategoryA,100
131102,CategoryB,200
131103,CategoryA,150
131104,CategoryC,300
131105,CategoryB,250
131106,CategoryA,180
131107,CategoryC,220
131108,CategoryB,190
131109,CategoryA,210
131110,CategoryC,160
131111,CategoryA,100
131112,CategoryB,200
131113,CategoryA,150
131114,CategoryC,300
131115,CategoryB,250
131116,CategoryA,180
131117,CategoryC,220
131118,CategoryB,190
131119,CategoryA,210
131120,CategoryC,160
131121,CategoryA,100
131122,CategoryB,200
131123,CategoryA,150
131124,CategoryC,300
131125,CategoryB,250
131126,CategoryA,180
131127,CategoryC,220
131128,CategoryB,190
131129,CategoryA,210
131130,CategoryC,160
131131,CategoryA,100
131132,CategoryB,200
131133,CategoryA,150
131134,CategoryC,300
131135,CategoryB,250
131136,CategoryA,180
131137,CategoryC,220
131138,CategoryB,190
131139,CategoryA,210
131140,CategoryC,160
131141,CategoryA,100
131142,CategoryB,200
131143,CategoryA,150
131144,CategoryC,300
131145,CategoryB,250
131146,CategoryA,180
131147,CategoryC,220
131148,CategoryB,190
131149,CategoryA,210
131150,CategoryC,160
131151,CategoryA,100
131152,CategoryB,200
131153,CategoryA,150
131154,CategoryC,300
131155,CategoryB,250
131156,CategoryA,180
131157,CategoryC,220
131158,CategoryB,190
131159,CategoryA,210
131160,CategoryC,160
131161,CategoryA,100
131162,CategoryB,200
131163,CategoryA,150
131164,CategoryC,300
131165,CategoryB,250
131166,CategoryA,180
131167,CategoryC,220
131168,CategoryB,190
131169,CategoryA,210
131170,CategoryC,160
131171,CategoryA,100
131172,CategoryB,200
131173,CategoryA,150
131174,CategoryC,300
131175,CategoryB,250
131176,CategoryA,180
131177,CategoryC,220
131178,CategoryB,190
131179,CategoryA,210
131180,CategoryC,160
131181,CategoryA,100
131182,CategoryB,200
131183,CategoryA,150
131184,CategoryC,300
131185,CategoryB,250
131186,CategoryA,180
131187,CategoryC,220
131188,CategoryB,190
131189,CategoryA,210
131190,CategoryC,160
131191,CategoryA,100
131192,CategoryB,200
131193,CategoryA,150
131194,CategoryC,300
131195,CategoryB,250
131196,CategoryA,180
131197,CategoryC,220
131198,CategoryB,190
131199,CategoryA,210
131200,CategoryC,160
131201,CategoryA,100
131202,CategoryB,200
131203,CategoryA,150
131204,CategoryC,300
131205,CategoryB,250
131206,CategoryA,180
131207,CategoryC,220
131208,CategoryB,190
131209,CategoryA,210
131210,CategoryC,160
131211,CategoryA,100
131212,CategoryB,200
131213,CategoryA,150
131214,CategoryC,300
131215,CategoryB,250
131216,CategoryA,180
131217,CategoryC,220
131218,CategoryB,190
131219,CategoryA,210
131220,CategoryC,160
131221,CategoryA,100
131222,CategoryB,200
131223,CategoryA,150
131224,CategoryC,300
131225,CategoryB,250
131226,CategoryA,180
131227,CategoryC,220
131228,CategoryB,190
131229,CategoryA,210
131230,CategoryC,160
131231,CategoryA,100
131232,CategoryB,200
131233,CategoryA,150
131234,CategoryC,300
131235,CategoryB,250
131236,CategoryA,180
131237,CategoryC,220
131238,CategoryB,190
131239,CategoryA,210
131240,CategoryC,160
131241,CategoryA,100
131242,CategoryB,200
131243,CategoryA,150
131244,CategoryC,300
131245,CategoryB,250
131246,CategoryA,180
131247,CategoryC,220
131248,CategoryB,190
131249,CategoryA,210
131250,CategoryC,160
131251,CategoryA,100
131252,CategoryB,200
131253,CategoryA,150
131254,CategoryC,300
131255,CategoryB,250
131256,CategoryA,180
131257,CategoryC,220
131258,CategoryB,190
131259,CategoryA,210
131260,CategoryC,160
131261,CategoryA,100
131262,CategoryB,200
131263,CategoryA,150
131264,CategoryC,300
131265,CategoryB,250
131266,CategoryA,180
131267,CategoryC,220
131268,CategoryB,190
131269,CategoryA,210
131270,CategoryC,160
131271,CategoryA,100
131272,CategoryB,200
131273,CategoryA,150
131274,CategoryC,300
131275,CategoryB,250
131276,CategoryA,180
131277,CategoryC,220
131278,CategoryB,190
131279,CategoryA,210
131280,CategoryC,160
131281,CategoryA,100
131282,CategoryB,200
131283,CategoryA,150
131284,CategoryC,300
131285,CategoryB,250
131286,CategoryA,180
131287,CategoryC,220
131288,CategoryB,190
131289,CategoryA,210
131290,CategoryC,160
131291,CategoryA,100
131292,CategoryB,200
131293,CategoryA,150
131294,CategoryC,300
131295,CategoryB,250
131296,CategoryA,180
131297,CategoryC,220
131298,CategoryB,190
131299,CategoryA,210
131300,CategoryC,160
131301,CategoryA,100
131302,CategoryB,200
131303,CategoryA,150
131304,CategoryC,300
131305,CategoryB,250
131306,CategoryA,180
131307,CategoryC,220
131308,CategoryB,190
131309,CategoryA,210
131310,CategoryC,160
131311,CategoryA,100
131312,CategoryB,200
131313,CategoryA,150
131314,CategoryC,300
131315,CategoryB,250
131316,CategoryA,180
131317,CategoryC,220
131318,CategoryB,190
131319,CategoryA,210
131320,CategoryC,160
131321,CategoryA,100
131322,CategoryB,200
131323,CategoryA,150
131324,CategoryC,300
131325,CategoryB,250
131326,CategoryA,180
131327,CategoryC,220
131328,CategoryB,190
131329,CategoryA,210
131330,CategoryC,160
131331,CategoryA,100
131332,CategoryB,200
131333,CategoryA,150
131334,CategoryC,300
131335,CategoryB,250
131336,CategoryA,180
131337,CategoryC,220
131338,CategoryB,190
131339,CategoryA,210
131340,CategoryC,160
131341,CategoryA,100
131342,CategoryB,200
131343,CategoryA,150
